interaction_id,lead_id,contact_name,contact_role,company_name,company_sector,company_country,company_city,company_num_employees,company_annual_revenue_eur,lead_source,lead_entry_date,initial_interest_notes,call_number,call_timestamp,days_since_entry,days_since_last_call,prev_outcome,prev_next_step,current_transcript,current_outcome,next_step,final_status
734d1fd4-988,f30051be,Alberto Romero,Director Financiero,Tech Systems,Química,Colombia,Bogotá,9542,1853164000,Partner comercial,2026-02-11,Interés inicial bajo debido a un contrato existente y a preocupaciones presupuestarias.,1,2026-02-12,1,0,PRIMERA_LLAMADA,PRIMERA_LLAMADA,"Agente: Hola, Alberto. Soy Sofía Moreno de MoveUp. ¿Cómo estás?
Contacto: Hola, Sofía. Bien, gracias. ¿En qué puedo ayudarte?
Agente: Me gustaría hablar sobre cómo MoveUp puede optimizar la movilidad corporativa de Tech Systems. ¿Tienen algún proveedor actualmente?
Contacto: Sí, ya trabajamos con otro proveedor.
Agente: Entiendo. Nuestro servicio podría ofrecer ahorros significativos. ¿Cómo manejan actualmente el volumen de viajes?
Contacto: Tenemos un volumen constante, pero no estamos considerando cambiar de proveedor por ahora.
Agente: Comprendo. ¿Puedo preguntarte si hay alguna preocupación específica sobre el presupuesto?
Contacto: Sí, el presupuesto este año es un poco ajustado. Estamos priorizando otras áreas.
Agente: Claro, podríamos explorar opciones para ajustarnos a sus necesidades. ¿Sería posible agendar una reunión con Roberto Sánchez, nuestro especialista?
Contacto: Podríamos considerarlo, aunque ahora no es una prioridad.
Agente: Perfecto, te enviaré información adicional para que lo pienses. Gracias por tu tiempo.
Contacto: Gracias a ti.",El contacto mostró resistencia al cambio debido a un contrato existente y limitaciones presupuestarias.,Enviar documentación,Lost
3be5a247-5c5,f30051be,Alberto Romero,Director Financiero,Tech Systems,Química,Colombia,Bogotá,9542,1853164000,Partner comercial,2026-02-11,Interés inicial bajo debido a un contrato existente y a preocupaciones presupuestarias.,2,2026-02-17,6,5,El contacto mostró resistencia al cambio debido a un contrato existente y limitaciones presupuestarias.,Enviar documentación,"Agente: Hola, Alberto. Soy Sofía de nuevo. ¿Recibiste la documentación?
Contacto: Sí, la recibí. Sin embargo, no he podido revisarla completamente.
Agente: No hay problema. Quería confirmar si hay algo más que podamos hacer para adaptar nuestra oferta a sus necesidades.
Contacto: La documentación es clara, pero como mencioné, ahora mismo no estamos en posición de cambiar de proveedor.
Agente: Entiendo. ¿Hay alguna otra objeción específica en la que podamos trabajar?
Contacto: No realmente, es más una cuestión de timing. Estamos en medio de una reorganización interna.
Agente: Comprendo. Si las circunstancias cambian, estaríamos encantados de trabajar con ustedes. Gracias por tu honestidad, Alberto.
Contacto: Gracias a ti por entender.
Agente: Entonces, cerraré el contacto como no interesado por ahora. Estamos a tu disposición si surge una nueva oportunidad.
Contacto: Perfecto, muchas gracias.",El contacto sigue sin interés debido a la reorganización interna y falta de necesidad urgente de cambio.,Cerrar lead - no interesado,Lost
c7db3797-fc5,efd6535e,Carlos Díaz,Director de Compras,Global Group,Logística,España,Valladolid,42,10531000,Email marketing,2025-10-25,"Carlos mostró un interés inicial debido a una promoción atractiva en el email, pero expresó preocupación por el presupuesto.",1,2025-10-27,2,0,PRIMERA_LLAMADA,PRIMERA_LLAMADA,"Agente: Hola, Carlos. Soy Ana Ruiz de MoveUp. ¿Cómo estás hoy?
Contacto: Hola Ana, estoy bien, gracias. Hablemos sobre lo que tienes para ofrecer.
Agente: Genial. Como sabes, ofrecemos servicios de movilidad corporativa que pueden optimizar tus costos de transporte. ¿Cómo gestionan actualmente el transporte de sus empleados?
Contacto: Bueno, ya trabajamos con un proveedor local. No sé si necesitamos cambiar.
Agente: Entiendo, pero nuestro servicio podría reducir tus costos hasta un 20%. Además, ofrecemos un informe detallado de uso mensual.
Contacto: Suena bien, pero nuestro presupuesto está bastante ajustado este año.
Agente: Comprendo. Me gustaría agendar una demo con nuestra especialista, Elena Navarro, para que puedas ver cómo funciona todo. ¿Te parece bien?
Contacto: Bueno, podría ser útil, pero estoy bastante ocupado.
Agente: Claro, lo entiendo. Podemos encontrar un momento que te acomode. ¿Tal vez la próxima semana?
Contacto: Está bien, déjame revisarlo. Te confirmo luego.
Agente: Perfecto, quedamos en eso. Gracias, Carlos.
Contacto: Gracias a ti, Ana.",Carlos mostró interés pero expresó preocupaciones sobre el presupuesto. Se sugirió una demo.,Esperar confirmación cliente,Lost
be22d2a3-bfc,efd6535e,Carlos Díaz,Director de Compras,Global Group,Logística,España,Valladolid,42,10531000,Email marketing,2025-10-25,"Carlos mostró un interés inicial debido a una promoción atractiva en el email, pero expresó preocupación por el presupuesto.",2,2025-10-30,5,3,Carlos mostró interés pero expresó preocupaciones sobre el presupuesto. Se sugirió una demo.,Esperar confirmación cliente,"Agente: Hola, Carlos. Soy Ana de nuevo. ¿Pudiste revisar el tema para la demo?
Contacto: Hola, Ana. Sí, lo revisé, pero estamos pasando por una reorganización interna. No creo que sea el mejor momento.
Agente: Entiendo. ¿Cuál es tu principal preocupación ahora mismo?
Contacto: Es más bien el presupuesto y la situación interna. No podemos comprometernos con un nuevo proveedor ahora.
Agente: Comprendo, pero quizás podríamos ajustar algo para acomodarnos a tus necesidades actuales.
Contacto: Aprecio el esfuerzo, pero ahora mismo no podemos permitirnos ningún gasto adicional.
Agente: Bueno, si cambian las circunstancias, estaremos aquí para ayudarte. ¿Te parece bien que te contacte en unos meses?
Contacto: Sí, eso estaría bien. Gracias por entender.
Agente: Gracias a ti, Carlos. Que tengas buen día.
Contacto: Igualmente, Ana.",Carlos decidió no seguir adelante debido a restricciones presupuestarias y una reorganización interna.,Cerrar lead - no interesado,Lost
6416c831-9e6,294c73d7,Elena Romero,Jefe de Proyectos,Alpha Systems,Construcción,España,Málaga,8514,1129363000,LinkedIn,2025-12-28,Elena mostró un alto interés debido al crecimiento de la empresa y la necesidad de optimizar los costes de movilidad.,1,2026-01-01,4,0,PRIMERA_LLAMADA,PRIMERA_LLAMADA,"Agente: Hola, Elena. Soy Laura Gómez de MoveUp. ¿Cómo estás?
Contacto: Hola, Laura. Muy bien, gracias. Estaba esperando tu llamada.
Agente: Genial. Entiendo que Alpha Systems está experimentando un crecimiento y busca soluciones para manejar mejor los desplazamientos corporativos.
Contacto: Exactamente. Con el aumento de proyectos, nuestros costes de movilidad se han disparado.
Agente: MoveUp puede ayudarte a reducir esos costes y ofrecer una gestión centralizada para todos los viajes. ¿Cuántos empleados suelen viajar semanalmente?
Contacto: Al menos unos 200, especialmente entre sedes y sitios de construcción.
Agente: Eso es considerable. Con nuestro servicio, podrías optimizar esos desplazamientos. ¿Tienes un presupuesto en mente para esta solución?
Contacto: Estamos evaluando opciones, pero necesitamos algo que se ajuste a nuestro creciente volumen sin comprometer la calidad.
Agente: Perfecto, puedo preparar un plan ajustado a tus necesidades específicas. ¿Te gustaría agendar una reunión con uno de nuestros especialistas para una demo?
Contacto: Sí, me parece bien. Quisiera entender más a fondo cómo funciona todo.
Agente: Excelente, voy a coordinar una reunión con nuestra especialista, Elena Navarro. ¿Te parece bien para el próximo miércoles?
Contacto: Sí, miércoles está bien.
Agente: Perfecto, te enviaré la invitación a tu correo. Gracias, Elena.
Contacto: Gracias a ti, Laura.","Con Elena, se acordó una demo con la especialista para explorar más sobre MoveUp.",Agendar demo/reunión con especialista,Converted
eedd7f55-42e,294c73d7,Elena Romero,Jefe de Proyectos,Alpha Systems,Construcción,España,Málaga,8514,1129363000,LinkedIn,2025-12-28,Elena mostró un alto interés debido al crecimiento de la empresa y la necesidad de optimizar los costes de movilidad.,2,2026-01-06,9,5,"Con Elena, se acordó una demo con la especialista para explorar más sobre MoveUp.",Agendar demo/reunión con especialista,"Agente: Hola, Elena. Espero que estés bien. Nos encontramos en la reunión con nuestra especialista, Elena Navarro.
Contacto: Hola, gracias. Estoy ansiosa por ver cómo puede ayudar MoveUp a nuestra empresa.
Especialista: Buenas tardes, Elena. Un placer conocerte. Vamos a hacer un recorrido por nuestras soluciones y cómo pueden adaptarse a Alpha Systems.
Contacto: Perfecto. Nos interesa mucho la parte de control de costes y centralización de los viajes.
Especialista: Claro, con MoveUp puedes tener reportes detallados y optimizar rutas para minimizar gastos.
Contacto: Eso sería ideal. La gestión actual nos está llevando mucho tiempo y recursos.
Especialista: Entiendo. Además, ofrecemos soporte 24/7 para cualquier problema o ajuste que necesites.
Contacto: Excelente. ¿Cuánto tardaría la implementación una vez que decidamos proceder?
Especialista: Por lo general, en menos de una semana estarían operando al 100%.
Contacto: Eso suena muy bien. Creo que estamos listos para avanzar.
Agente: Excelente, Elena. Procederemos con la documentación para su firma.
Contacto: Perfecto, enviaré la confirmación hoy mismo.
Agente: Gracias, Elena. Estamos encantados de trabajar con Alpha Systems.
Contacto: Gracias a ustedes por la solución.",Alpha Systems decidió proceder con MoveUp y se acordó firmar la documentación para comenzar la implementación.,Esperar confirmación cliente,Converted
b421ee56-4c7,22d45be3,Ana Rodríguez,Director General,Pro Consulting,Retail,España,Madrid,4438,911446000,Google Ads,2025-11-15,Pro Consulting mostró un interés inicial debido a su crecimiento y la necesidad urgente de reducir costes de movilidad.,1,2025-11-20,5,0,PRIMERA_LLAMADA,PRIMERA_LLAMADA,"Agente: Hola Ana, soy Javier Torres de MoveUp. Muchas gracias por tomarte el tiempo para hablar conmigo hoy.
Contacto: Hola Javier, encantada. Hemos estado buscando soluciones para mejorar nuestra gestión de movilidad, estamos creciendo bastante rápido.
Agente: Eso es genial de escuchar. ¿Podrías contarme un poco más sobre el volumen de desplazamientos que manejan actualmente?
Contacto: Claro, hemos tenido un aumento en los viajes corporativos. Actualmente, manejamos aproximadamente 200 desplazamientos diarios entre nuestros empleados en Madrid.
Agente: Entiendo. ¿Cuál es el principal reto que enfrentas actualmente con estos desplazamientos?
Contacto: El costo. La gestión actual de taxis y reembolsos está siendo muy ineficaz y no tenemos el control necesario sobre los gastos.
Agente: MoveUp ofrece un sistema centralizado que no solo controla los costos, sino que también mejora la experiencia del usuario. ¿Qué te parecería ver una demo de cómo funciona nuestro servicio?
Contacto: Eso suena interesante. Me gustaría saber más sobre las tarifas y cómo se adapta a nuestras necesidades.
Agente: Perfecto, nuestra especialista Elena Navarro puede explicártelo con más detalle y mostrarte cómo funcionamos. ¿Cuándo te vendría bien una reunión?
Contacto: ¿Podría ser esta misma semana? Estamos bastante interesados y tenemos cierta urgencia en encontrar una solución.
Agente: Claro, puedo coordinar para que Elena esté disponible el viernes. ¿Te viene bien a las 10 de la mañana?
Contacto: Sí, esa hora está bien.
Agente: Excelente, te enviaré una invitación con los detalles del enlace. Gracias por tu tiempo, Ana.
Contacto: Gracias a ti, Javier. Espero la invitación.",Ana Rodríguez mostró interés activo y urgencia en la solución. Se agendó una demo con Elena Navarro para el viernes.,Agendar demo/reunión con especialista,Converted
27bc4dcd-be7,95a14b58,Isabel Romero,Director de Operaciones,Prime Dynamics,Seguros,España,Zaragoza,194,32892000,Referencia de cliente,2026-03-29,La empresa Prime Dynamics mostró un fuerte interés en optimizar sus costes de movilidad debido al alto volumen de desplazamientos que realizan mensualmente.,1,2026-04-02,4,0,PRIMERA_LLAMADA,PRIMERA_LLAMADA,"Agente: Hola Isabel, soy Pablo Fernández de MoveUp. ¿Cómo estás?
Contacto: Hola Pablo, muy bien, gracias. Estoy interesada en cómo pueden ayudarnos con nuestros desplazamientos.
Agente: Perfecto. Sé que Prime Dynamics tiene un alto volumen de viajes. ¿Nos puedes contar un poco más sobre sus necesidades?
Contacto: Claro, estamos creciendo y eso ha aumentado nuestros costes de movilidad. Necesitamos una solución eficiente.
Agente: Entiendo. Nuestra plataforma podría reducir esos costes de manera significativa, además de proporcionar seguimiento en tiempo real. ¿Qué presupuesto manejan para este tipo de soluciones?
Contacto: Actualmente, estamos revisando el presupuesto, pero nos interesa algo competitivo.
Agente: Perfecto, enviaré más información detallada sobre nuestras tarifas y beneficios. ¿Te parece bien?
Contacto: Sí, por favor. Así podemos revisarlo con más calma.
Agente: De acuerdo, Isabel. Te enviaré la documentación hoy mismo.
Contacto: Excelente, estaré esperando.
Agente: Gracias por tu tiempo, Isabel. Hablamos pronto.
Contacto: Gracias a ti, Pablo.",Isabel mostró un interés claro en optimizar costes de movilidad y solicitó más información.,Enviar documentación,Converted
90c89c2c-37b,95a14b58,Isabel Romero,Director de Operaciones,Prime Dynamics,Seguros,España,Zaragoza,194,32892000,Referencia de cliente,2026-03-29,La empresa Prime Dynamics mostró un fuerte interés en optimizar sus costes de movilidad debido al alto volumen de desplazamientos que realizan mensualmente.,2,2026-04-05,7,3,Isabel mostró un interés claro en optimizar costes de movilidad y solicitó más información.,Enviar documentación,"Agente: Hola Isabel, soy Pablo de nuevo. ¿Tuviste oportunidad de revisar la documentación?
Contacto: Sí, la revisamos y nos pareció bastante interesante.
Agente: Eso es genial. ¿Tienen alguna pregunta o preocupación que pueda resolver?
Contacto: Nos gustaría saber cómo sería el proceso de integración y si hay soporte para cualquier problema.
Agente: Claro, nuestro equipo de soporte está disponible 24/7 y la integración es rápida. Además, Roberto Sánchez, nuestro especialista, puede guiaros en todo el proceso.
Contacto: Eso suena perfecto. Creo que estamos listos para seguir adelante.
Agente: Excelente, Isabel. Entonces, ¿confirmamos la implementación para la próxima semana?
Contacto: Sí, por favor, cuanto antes mejor.
Agente: Perfecto. Te enviaré un correo de confirmación y los siguientes pasos.
Contacto: Muy bien, muchas gracias, Pablo.
Agente: A ti, Isabel. Estamos emocionados de colaborar con Prime Dynamics.
Contacto: Igualmente, hasta luego.
Agente: Hasta luego, Isabel.",Isabel confirmó su interés y avanzaron con la implementación de MoveUp.,Esperar confirmación cliente,Converted
3acbce6e-2f0,b48d6b77,Marta Vega,Director de RRHH,Prime Group,Educación,España,Granada,38,5678000,Llamada en frío,2026-02-25,El contacto mostró un interés inicial debido a la búsqueda de opciones más económicas para transporte corporativo.,1,2026-03-04,7,0,PRIMERA_LLAMADA,PRIMERA_LLAMADA,"Agente: Hola Marta, soy Javier Torres de MoveUp. ¿Cómo estás hoy?
Contacto: Hola Javier, bien, gracias. ¿En qué puedo ayudarte?
Agente: Quería hablarte sobre cómo MoveUp podría ser una solución eficiente para los desplazamientos corporativos de Prime Group.
Contacto: Entiendo, pero la verdad es que ya trabajamos con otro proveedor y estamos satisfechos.
Agente: Por supuesto, eso es comprensible. ¿Hay algún aspecto que sientas que podría mejorar con tu proveedor actual, como el servicio al cliente o la flexibilidad de precios?
Contacto: Principalmente el tema del presupuesto. La situación económica nos ha hecho ser más estrictos con los gastos.
Agente: MoveUp ofrece tarifas competitivas y personalizables. Podemos adaptarnos a las necesidades de empresas de vuestro tamaño.
Contacto: Agradezco la información, pero en estos momentos no estamos buscando cambiar de proveedor.
Agente: Entiendo. Si en el futuro decides explorar otras opciones, ¿te gustaría que te enviara más información para que la tengas a mano?
Contacto: Prefiero que, si acaso, me contactes más adelante. Ahora mismo no estamos interesados.
Agente: Perfecto, Marta. Gracias por tu tiempo. Estaré disponible si necesitas algo más.
Contacto: Gracias, Javier. Hasta luego.",El contacto mostró escepticismo y declinó explorar más opciones debido a un presupuesto limitado y satisfacción con el proveedor actual.,Cerrar lead - no interesado,Lost
7b30ac0e-76f,4e084e5e,María Díaz,Director Financiero,Corp Partners,Farmacéutica,España,Málaga,374,73493000,Referencia de cliente,2025-11-16,"Corp Partners mostró un interés inicial debido a una referencia de cliente satisfecho, pero mencionaron restricciones presupuestarias.",1,2025-11-23,7,0,PRIMERA_LLAMADA,PRIMERA_LLAMADA,"Agente: Hola María, soy Carlos Martínez de MoveUp. ¿Cómo estás hoy?
Contacto: Hola Carlos, bien, gracias. ¿Y tú?
Agente: Muy bien, gracias. Quería hablarte sobre cómo MoveUp puede optimizar la movilidad de tu empresa. Me comentaron que ya tenéis un proveedor, pero creemos que podemos ofrecer una solución más competitiva.
Contacto: Sí, efectivamente ya estamos trabajando con otro proveedor y, sinceramente, estamos satisfechos con su servicio.
Agente: Entiendo, ¿podrías decirme cuántos viajes suelen gestionar al mes? Quizás podamos ajustar una propuesta que se alinee mejor con vuestro presupuesto.
Contacto: Aproximadamente unos 300 viajes mensuales, pero ahora mismo estamos revisando todos nuestros contratos debido a una reorganización interna.
Agente: Lo comprendo. Podría ser útil revisar esto con nuestro especialista. ¿Te parece si agendamos una reunión con Tomás Iglesias para ver el valor añadido que podríamos ofrecer?
Contacto: Podría ser, pero ahora mismo no puedo comprometerme a una reunión hasta que tengamos más claro nuestro presupuesto.
Agente: Claro, lo entiendo. Te enviaré alguna documentación para que la revises cuando tengas tiempo. ¿Te parece bien?
Contacto: Sí, por favor envíamela.","La llamada se centró en evaluar el interés de Corp Partners, pero encontraron objeciones debido a su proveedor actual y reorganización interna.",Enviar documentación,Lost
635ee2ce-3bf,4e084e5e,María Díaz,Director Financiero,Corp Partners,Farmacéutica,España,Málaga,374,73493000,Referencia de cliente,2025-11-16,"Corp Partners mostró un interés inicial debido a una referencia de cliente satisfecho, pero mencionaron restricciones presupuestarias.",2,2025-11-30,14,7,"La llamada se centró en evaluar el interés de Corp Partners, pero encontraron objeciones debido a su proveedor actual y reorganización interna.",Enviar documentación,"Agente: Hola María, soy Carlos de nuevo. Espero que hayas podido revisar la documentación que te envié la semana pasada.
Contacto: Hola Carlos, sí, la he revisado. Sin embargo, en este momento no estamos interesados en cambiar de proveedor.
Agente: Entiendo, ¿hay algún aspecto que consideras que podríamos mejorar para que MoveUp sea una opción viable para Corp Partners en el futuro?
Contacto: Principalmente, el tema del presupuesto. Estamos en un año complicado y realmente necesitamos mantenernos dentro de los números actuales.
Agente: Comprendo la situación. Si en el futuro el contexto cambia, no dudes en contactarme. Estaremos encantados de reevaluar la propuesta con condiciones más favorables.
Contacto: Lo agradezco, Carlos. De momento preferimos no hacer cambios.
Agente: Perfecto, María. Gracias por tu tiempo y consideración. Si necesitas algo más, aquí estoy.
Contacto: Gracias, Carlos.",María confirmó que no están interesados debido a restricciones presupuestarias y satisfacción con su proveedor actual.,Cerrar lead - no interesado,Lost
9edab693-5de,bf3df7cc,Elena Iglesias,CFO,Tech Services,Logística,España,Las Palmas,137,21288000,Referencia de cliente,2025-12-07,"Elena Iglesias mostró un interés moderado, queriendo explorar opciones para mejorar la movilidad corporativa, aunque no tienen urgencia inmediata.",1,2025-12-10,3,0,PRIMERA_LLAMADA,PRIMERA_LLAMADA,"Agente: Buenos días, Elena. Soy Pablo Fernández de MoveUp. ¿Cómo estás hoy?
Contacto: Hola, Pablo. Estoy bien, gracias. ¿Tú?
Agente: Muy bien, gracias. Quería hablar contigo sobre nuestras soluciones de movilidad corporativa. ¿Tienen algún volumen de viajes al mes que quisieran cubrir con un servicio como el nuestro?
Contacto: Actualmente, gestionamos unos 50 viajes mensuales, principalmente para ejecutivos y visitas a nuestros centros logísticos.
Agente: Perfecto, eso es algo que podemos manejar sin problema. Nuestro servicio incluye opciones flexibles para ajustarse a diferentes presupuestos.
Contacto: Eso suena interesante. Aunque en estos momentos estamos evaluando varias opciones y no tenemos un presupuesto aprobado.
Agente: Lo entiendo. Para que tengas más información, te puedo enviar documentación detallada sobre nuestras tarifas y cómo podemos ayudar a optimizar sus gastos de transporte.
Contacto: Sí, por favor. Me gustaría ver esas opciones antes de tomar cualquier decisión.
Agente: Claro, te lo enviaré por correo hoy mismo. ¿Hay algo más en lo que te pueda ayudar ahora?
Contacto: No, eso sería todo por ahora. Gracias, Pablo.
Agente: De acuerdo, gracias a ti, Elena. Seguimos en contacto.",La llamada se centró en entender las necesidades de movilidad de Tech Services y enviar documentación para evaluación.,Enviar documentación,Nurturing
273839d9-e64,bf3df7cc,Elena Iglesias,CFO,Tech Services,Logística,España,Las Palmas,137,21288000,Referencia de cliente,2025-12-07,"Elena Iglesias mostró un interés moderado, queriendo explorar opciones para mejorar la movilidad corporativa, aunque no tienen urgencia inmediata.",2,2025-12-15,8,5,La llamada se centró en entender las necesidades de movilidad de Tech Services y enviar documentación para evaluación.,Enviar documentación,"Agente: Hola, Elena. Soy Pablo nuevamente, de MoveUp. Espero que hayas recibido la documentación que te envié.
Contacto: Hola, Pablo. Sí, la recibí, gracias. La hemos estado revisando.
Agente: Excelente. ¿Tienen alguna pregunta o hay algo que necesites que aclaremos?
Contacto: La información está bastante clara. Sin embargo, necesitamos un poco más de tiempo para decidir, ya que estamos esperando una aprobación presupuestaria.
Agente: Entiendo perfectamente. Mientras tanto, podríamos programar una demostración con nuestro especialista, Roberto Sánchez, para mostrarte en mayor detalle cómo funciona nuestro servicio.
Contacto: Me parece bien, pero preferiría esperar a tener más claridad sobre nuestro presupuesto antes de avanzar.
Agente: Está bien, Elena. Nos mantenemos en contacto y a tu disposición. ¿Te parece bien si te vuelvo a contactar en un par de semanas?
Contacto: Sí, eso estaría perfecto. Gracias por tu paciencia.
Agente: Gracias a ti, Elena. Espero que podamos trabajar juntos pronto.","Elena confirmó que la documentación fue recibida, pero necesitan más tiempo para la aprobación presupuestaria antes de proceder.",Cerrar lead - nurturing,Nurturing
7c4e6695-836,a0e18acb,Carlos Moreno,Jefe de Proyectos,Tech Innovations,Tecnología,España,Barcelona,688,58185000,Partner comercial,2026-03-14,Carlos mostró mucho interés debido al crecimiento de la empresa y la necesidad urgente de reducir los costes de movilidad.,1,2026-03-18,4,0,PRIMERA_LLAMADA,PRIMERA_LLAMADA,"Agente: Hola Carlos, soy Ana Ruiz de MoveUp. Quería hablar contigo sobre cómo podríamos ayudar a Tech Innovations con vuestro volumen de desplazamientos.
Contacto: Hola Ana, gracias por llamar. Justo ahora estamos buscando opciones para gestionar mejor nuestros viajes, el volumen ha crecido mucho.
Agente: Entiendo. Me imagino que eso también ha incrementado los costes, ¿cierto?
Contacto: Exactamente, queremos encontrar una solución que nos permita optimizar esto sin sacrificar calidad en el servicio.
Agente: Seguro que podemos ayudar. ¿Podrías darme una idea del presupuesto que manejáis para movilidad?
Contacto: Claro, estamos buscando algo que se ajuste, pero que también nos dé más control sobre los gastos.
Agente: Perfecto. Me gustaría agendar una reunión con Roberto Sánchez, nuestro especialista, para que puedas ver cómo operamos y cómo podría ajustarse a vuestras necesidades. ¿Te parece bien?
Contacto: Me parece excelente, ¿cuándo podría ser?
Agente: ¿Qué tal la próxima semana? Así tendré toda la información lista para ti.
Contacto: Genial, coordinemos.
Agente: Perfecto, te confirmaré el día y hora exactos por correo.
Contacto: Gracias, Ana.
Agente: A ti, Carlos.",Carlos mostró interés en coordinar una reunión con el especialista para profundizar en la oferta de MoveUp.,Agendar demo/reunión con especialista,Converted
f6950b9a-c70,a0e18acb,Carlos Moreno,Jefe de Proyectos,Tech Innovations,Tecnología,España,Barcelona,688,58185000,Partner comercial,2026-03-14,Carlos mostró mucho interés debido al crecimiento de la empresa y la necesidad urgente de reducir los costes de movilidad.,2,2026-03-23,9,5,Carlos mostró interés en coordinar una reunión con el especialista para profundizar en la oferta de MoveUp.,Agendar demo/reunión con especialista,"Agente: Hola Carlos, soy Ana de nuevo. Solo quería confirmar nuestra reunión de hoy con Roberto a las 3 p.m.
Contacto: Hola, Ana. Sí, estamos listos para la reunión.
Agente: Excelente. Carlos, ¿alguna otra preocupación o pregunta antes de iniciar?
Contacto: No, solo queremos asegurarnos de que el servicio pueda adaptarse rápidamente a nuestras necesidades.
Agente: Perfecto, eso es algo que Roberto puede explicar mejor. Él te mostrará cómo personalizamos nuestro servicio para cada cliente.
Contacto: Muy bien, suena bien.
Agente: Después de la reunión, si todo es satisfactorio, podemos proceder con la firma del acuerdo.
Contacto: Claro, eso esperamos. Si todo está claro, estaríamos interesados en proceder.
Agente: Fantástico, entonces nos vemos a las 3 p.m.
Contacto: Perfecto, gracias Ana.
Agente: Gracias a ti, Carlos.","Se confirmó la reunión con el especialista y se estableció que, si todo era satisfactorio, procederían con la firma del acuerdo.",Esperar confirmación cliente,Converted
6e6ab0de-d6a,017a4e69,Marta Pérez,Director Comercial,Smart Group,Alimentación,España,Valencia,3955,1156058000,Partner comercial,2026-01-20,"Smart Group mostró gran interés debido a su crecimiento y al alto volumen de desplazamientos, buscando una solución urgente para reducir costes de movilidad.",1,2026-01-25,5,0,PRIMERA_LLAMADA,PRIMERA_LLAMADA,"Agente: Hola Marta, soy Diego López de MoveUp. ¿Cómo estás?
Contacto: Hola Diego, muy bien, gracias. Estoy interesada en saber más sobre vuestro servicio.
Agente: Genial. Entiendo que estáis experimentando un crecimiento significativo en Smart Group. ¿Cómo están gestionando actualmente los desplazamientos de vuestro personal?
Contacto: Actualmente, utilizamos un mix de taxis y vehículos propios, pero los costes están disparados. Buscamos optimizar esto urgentemente.
Agente: Entiendo. Nuestro servicio podría ayudaros a gestionar mejor esos desplazamientos y reducir costes. ¿Cuántos viajes aproximadamente gestionáis al mes?
Contacto: Aproximadamente unos 3,000 viajes al mes, pero esperamos que aumenten conforme crezcamos.
Agente: ¡Guau! Es un volumen considerable. Creemos que podríamos ofreceros una solución a medida para vuestras necesidades. ¿Tienes alguna objeción o aspecto que te preocupe en particular?
Contacto: No mucho, quizás solo quisiera asegurarme de que la transición sea suave y no interrumpa nuestras operaciones.
Agente: Claro, de eso nos encargamos nosotros. Me gustaría agendar una reunión con nuestra especialista, Cristina Vera, para que te explique cómo podríamos implementarlo. ¿Te parece bien?
Contacto: Perfecto, Diego. Me parece una excelente idea.
Agente: Perfecto, me encargaré de agendar la reunión y enviarte la información. Muchas gracias por tu tiempo, Marta.
Contacto: Gracias a ti, Diego. Espero la documentación entonces.","Marta mostró interés en la solución de MoveUp, acordando una reunión con la especialista para avanzar en la implementación.",Agendar demo/reunión con especialista,Converted
01b9479e-5aa,17aa1611,María Díaz,Director Comercial,Pro Dynamics,Consultoría IT,España,Murcia,826,235134000,Llamada en frío,2025-11-07,"Inicialmente, María mostró un interés moderado en explorar opciones adicionales para la movilidad corporativa, pero manifestó preocupación por los costes.",1,2025-11-14,7,0,PRIMERA_LLAMADA,PRIMERA_LLAMADA,"Agente: Hola, María. Soy Laura Gómez de MoveUp, ¿cómo estás hoy?
Contacto: Hola, Laura. Bien, gracias. ¿En qué puedo ayudarte?
Agente: Quería hablar sobre cómo MoveUp puede mejorar la movilidad corporativa de Pro Dynamics. ¿Ustedes utilizan algún servicio actualmente?
Contacto: Sí, ya contamos con un proveedor, aunque siempre estamos abiertos a escuchar propuestas nuevas.
Agente: Perfecto, ¿puedo preguntar cuántos viajes corporativos realizan mensualmente?
Contacto: Alrededor de 300 viajes.
Agente: Muy bien, creo que podríamos ofrecerte una solución más económica. ¿Tienes alguna preocupación principal?
Contacto: Sí, el presupuesto es una gran preocupación para nosotros ahora mismo.
Agente: Entiendo. Podríamos ajustar nuestro servicio a tus necesidades específicas para maximizar el ahorro.
Contacto: Bueno, podríamos considerarlo, pero tendría que verlo con mi equipo.
Agente: Por supuesto, puedo enviar información detallada por correo. ¿Te parece bien?
Contacto: Sí, envíamelo y lo revisaré.
Agente: Perfecto, lo haré de inmediato. Gracias, María.
Contacto: A ti, Laura.",María mostró interés en recibir más información pero enfatizó preocupaciones sobre el presupuesto.,Enviar documentación,Lost
